,Screen Name,User Name,Tweet Created At,User Location,Tweet Coordinates,Retweet Count,Retweeted,Phone Type,Favorite Count,Favorited,Replied,Tweet
0,LianneBoudreau,Lianne Boudreau,2019-11-03 14:18:26,"Wolfville, Nova Scotia",None,9,False,Twitter for iPhone,0,False,None,last week dr jonathon fowles eim canada chair conducted an eim educational mini course at dalhousie university the event was well attended and included students from med physio nursing ot and kinesiology exerciseismedicine exercise university acsm 
1,lokolHalifax,lokol.com Halifax,2019-11-03 14:00:48,,None,0,False,Lokol.me Scheduler,0,False,None,building on dalhousie university campus closed after chemicals e lokol halifax
2,investinginpro,Investing in Progress,2019-11-03 13:57:47,"Toronto, Ontario",None,10,False,Twitter for Android,0,False,None,industry cult legend rick simpson on big pharma s stonewalling of hemp in modern therapeutic development if such companies truly had no knowledge of hemp s medicinal virtues then they deserve a phd in stupid dalhousie university april 18 2009 
3,loritards,Laura,2019-11-03 12:58:54,,None,10,False,Twitter for iPad,0,False,None,industry cult legend rick simpson on big pharma s stonewalling of hemp in modern therapeutic development if such companies truly had no knowledge of hemp s medicinal virtues then they deserve a phd in stupid dalhousie university april 18 2009 
4,MaHashtag,Twitta Ma Hashtag,2019-11-03 12:16:15,,None,10,False,Twitter Web App,0,False,None,industry cult legend rick simpson on big pharma s stonewalling of hemp in modern therapeutic development if such companies truly had no knowledge of hemp s medicinal virtues then they deserve a phd in stupid dalhousie university april 18 2009 
5,UoDCareers,"Careers, UoD",2019-11-03 11:55:03,"Dundee, Scotland",None,0,False,Buffer,0,False,None,our next postgraduate open day will take place on wednesday 6 november 2019 from 2 7pm in the dalhousie building this pg open day will give you the opportunity to find out about applying funding careers university life and the city find out more here 
6,francoisbeloeil,Frank Beloeil,2019-11-03 11:52:00,rive-sud Montréal,None,10,False,Twitter for iPad,0,False,None,industry cult legend rick simpson on big pharma s stonewalling of hemp in modern therapeutic development if such companies truly had no knowledge of hemp s medicinal virtues then they deserve a phd in stupid dalhousie university april 18 2009 
7,davidbewart,Ewart Dave 🎺,2019-11-03 05:59:00,Australia,None,10,False,Twitter Web App,0,False,None,industry cult legend rick simpson on big pharma s stonewalling of hemp in modern therapeutic development if such companies truly had no knowledge of hemp s medicinal virtues then they deserve a phd in stupid dalhousie university april 18 2009 
8,eddieyugo,Edvard Dreskai,2019-11-03 05:32:44,"Vancouver, British Columbia",None,10,False,Twitter for Android,0,False,None,industry cult legend rick simpson on big pharma s stonewalling of hemp in modern therapeutic development if such companies truly had no knowledge of hemp s medicinal virtues then they deserve a phd in stupid dalhousie university april 18 2009 
9,DeborahVanderH2,Deborah VanderHamm,2019-11-03 04:45:06,"MD, MI, AZ; ❤️ in  Bavaria",None,0,False,Twitter for iPhone,0,False,None,open dialogue edward snowden live from russia dalhousie university via 
10,val_burke,Valerie Burke,2019-11-03 03:26:04,"ontario, canada",None,10,False,Twitter Web App,0,False,None,industry cult legend rick simpson on big pharma s stonewalling of hemp in modern therapeutic development if such companies truly had no knowledge of hemp s medicinal virtues then they deserve a phd in stupid dalhousie university april 18 2009 
11,NORTHICA_Canada,NORTHICA Cannabis,2019-11-03 03:04:38,Canada,None,10,False,Twitter for iPhone,0,False,None,industry cult legend rick simpson on big pharma s stonewalling of hemp in modern therapeutic development if such companies truly had no knowledge of hemp s medicinal virtues then they deserve a phd in stupid dalhousie university april 18 2009 
12,BrazeauErin,Erin Brazeau,2019-11-03 03:03:27,,None,10,False,Twitter for iPhone,0,False,None,industry cult legend rick simpson on big pharma s stonewalling of hemp in modern therapeutic development if such companies truly had no knowledge of hemp s medicinal virtues then they deserve a phd in stupid dalhousie university april 18 2009 
13,BenjaminA_Smith,Benjamin A. Smith,2019-11-03 02:59:33,"Mississauga, Ontario",None,10,False,Twitter Web Client,26,False,None,industry cult legend rick simpson on big pharma s stonewalling of hemp in modern therapeutic development if such companies truly had no knowledge of hemp s medicinal virtues then they deserve a phd in stupid dalhousie university april 18 2009 
14,NizarAlaufi,Nizar Al Aufi,2019-11-02 17:56:22,Oman,None,0,False,Curious Cat,0,False,None, engineering dalhousie university 
15,jasonmacke,Jason Mackenzie,2019-11-02 16:31:59,Halifax Nova Scotia CANADA,None,0,False,Twitter Web Client,0,False,None,booze is back at dalhousie university s student run bars via 
16,OpenCanada,OpenCanada,2019-11-02 16:28:46,Canada,None,3,False,TweetDeck,0,False,None,our 10th episode of battlerhythm is out stef speaks with elikem tsamenyi phd student at dalhousie university about his research on african security governance 
18,skimber,Stephen Kimber,2019-11-02 14:53:25,"Halifax, Nova Scotia, Canada",None,2,False,Twitter for iPhone,0,False,None,when someone in the audience asked dalhousie university neuroscientist dr alon friedman whether his conclusion that canadian diplomats in havana had become ill after exposure to an insecticide 
19,kevinrns,kevin russell,2019-11-02 14:48:30,,None,2,False,Twitter Web App,0,False,None,when someone in the audience asked dalhousie university neuroscientist dr alon friedman whether his conclusion that canadian diplomats in havana had become ill after exposure to an insecticide 
20,skimber,Stephen Kimber,2019-11-02 14:20:20,"Halifax, Nova Scotia, Canada",None,2,False,Facebook,6,False,None,when someone in the audience asked dalhousie university neuroscientist dr alon friedman whether his conclusion that canadian diplomats in havana had become ill after exposure to an insecticide 
21,Edel_PLopez,Edel,2019-11-02 02:03:50,"Saskatoon, Saskatchewan",None,3,False,Twitter for iPhone,0,False,None,now hiring graduate student in plant biology dalhousie university halifax nova scotia canada jobs
22,karenpeknik,Karen Peknik,2019-11-02 01:44:11,,None,1,False,Twitter Web App,0,False,None,congratulations to riley cook a masters student at dalhousie university riley received the pengrowth nova scotia innovation grant and won the energy3 conference research poster competition for his work with small satellites we wish you continued success in your studies 
23,CBCNS,CBC Nova Scotia,2019-11-01 23:57:16,Halifax,None,0,False,IFTTT,10,False,None,booze is back at dalhousie university s student run bars 
24,KrystelKPhoto,KrystelKoussaPhotography,2019-11-01 23:16:36,Lebanon,None,1,False,Twitter for iPhone,0,False,None,after winning the audiencechoiceaward for bestshortfilm in montreal weeping willow is now heading to halifax nov 5 2019 dalhousie university henri hicks academic building cinema shortfilm lebanon lebanese filmmaker films 
25,KrystelKPhoto,KrystelKoussaPhotography,2019-11-01 23:16:31,Lebanon,None,1,False,Twitter for iPhone,0,False,None,after winning the audiencechoiceaward for bestshortfilm in montreal weeping willow is now heading to halifax tuesday nov 5 2019 dalhousie university henri hicks academic building room 217 6299 south 
26,PBrooksArenburg,P. Brooks Arenburg,2019-11-01 23:08:54,"Halifax, Nova Scotia",None,5,False,Twitter for Android,0,False,None,job opportunity dr sarah burm of dalhousie university is looking for a research coordinator to join a qualitative research study exploring the lived experiences of indigenous medical trainees and practicing physicians see attachment for further details on this opportunity 
27,veggiest,Esme ⓥ,2019-11-01 21:18:11,watching the Office,None,1,False,Twitter for iPhone,0,False,None,did you know that according to a 2019 dalhousie university survey british columbians are 3x more likely to have plant based diets than canadians in the prairies or atlantic region 
28,tmrwfoods,@TMRWFoods,2019-11-01 21:01:29,"Vancouver, Canada",None,1,False,Hootsuite Inc.,0,False,None,did you know that according to a 2019 dalhousie university survey british columbians are 3x more likely to have plant based diets than canadians in the prairies or atlantic region 
29,FredEScene,Fred-E-Scene,2019-11-01 19:21:55,"Fredericton, New Brunswick",None,0,False,Twitter Web App,0,False,None,unb fredericton students renzo flores and ellen doria won first prize at a mathematics competition held at dalhousie university on oct 26 and 27 
30,RogerInOntario,Roger Spencer,2019-11-01 18:38:47,Ontario Canada,None,6,False,Twitter Web App,0,False,None,happy worldveganday what percentage of canadians are vegan according to a dalhousie university study 
31,SackvilleNB,Andrew Nurse,2019-11-01 18:13:42,Sackville NB,None,4,False,Twitter Web App,0,False,None,a memorial gathering for michael cross will be held on 6 december 2019 at 5 00 pm at the dalhousie university club pub you can also make a donation to support an undergraduate essay prize in canadian or labour history named in michaels honour at 
32,matthunterx73,Matt Hunter,2019-11-01 17:34:49,"Hamilton, Ontario",None,6,False,Twitter Web App,0,False,None,happy worldveganday what percentage of canadians are vegan according to a dalhousie university study 
33,NunatsiaqNews,Nunatsiaq News,2019-11-01 16:57:01,"Iqaluit, Nunavut",None,0,False,Twitter Web App,1,False,1190311744230612992,that s according to an analysis of the month s temperature readings by patrick duplessis a weather watcher from dalhousie university 
34,WaterdownBum,Albert MCNatty,2019-11-01 16:14:45,"Ontario, CA",None,6,False,Twitter Web App,0,False,None,happy worldveganday what percentage of canadians are vegan according to a dalhousie university study 
35,CTVNews,CTV News,2019-11-01 16:08:19,,None,0,False,SocialNewsDesk,2,False,None,building on dalhousie university campus closed after chemicals enter water supply 
36,joanjuddx69,Joan Judd,2019-11-01 15:45:41,My name is Joan. I’m a fun loving gal who loves business. In my personal time you can find me relaxing with a glass of wine. Cheers to you!,None,6,False,Twitter Web App,0,False,None,happy worldveganday what percentage of canadians are vegan according to a dalhousie university study 
37,JackFeeder24,Jack Feeder,2019-11-01 15:13:00,Toronto,None,6,False,Twitter Web App,0,False,None,happy worldveganday what percentage of canadians are vegan according to a dalhousie university study 
38,ACST_SMU,Atlantic Canada Studies,2019-11-01 14:43:33,"Halifax, Nova Scotia",None,4,False,Twitter Web App,0,False,None,a memorial gathering for michael cross will be held on 6 december 2019 at 5 00 pm at the dalhousie university club pub you can also make a donation to support an undergraduate essay prize in canadian or labour history named in michaels honour at 
39,SamHouseX2,Sam Machenry,2019-11-01 14:35:33,"Hamilton, Ontario",None,6,False,Twitter Web App,0,False,None,happy worldveganday what percentage of canadians are vegan according to a dalhousie university study 
40,RogerMarsters,Roger Marsters,2019-11-01 14:28:35,,None,4,False,Twitter for Android,0,False,None,a memorial gathering for michael cross will be held on 6 december 2019 at 5 00 pm at the dalhousie university club pub you can also make a donation to support an undergraduate essay prize in canadian or labour history named in michaels honour at 
41,CBC,CBC,2019-11-01 14:25:27,Canada,None,6,False,Twitter Web App,6,False,None,happy worldveganday what percentage of canadians are vegan according to a dalhousie university study 
42,KirkStarratt,Kirk Starratt,2019-11-01 14:16:21,"Kings County, Nova Scotia",None,0,False,Twitter Web Client,0,False,None,windsor west hants and kings county will benefit from projects being carried out by students from dalhousie university s management without borders program read all about it here the register advertiser 
43,kapergirl,kapergurl,2019-11-01 14:14:31,,None,1,False,Twitter for Android,0,False,None,dalhousie university has closed one of the buildings at their halifax campus until further notice after an issue with the buildings heating system caused chemicals to taint its water system 
44,NS_Energy_Mines,NS Energy and Mines,2019-11-01 14:12:17,"Nova Scotia, Canada",None,1,False,Twitter Web App,6,False,None,congratulations to riley cook a masters student at dalhousie university riley received the pengrowth nova scotia innovation grant and won the energy3 conference research poster competition for his work with small satellites we wish you continued success in your studies 
45,Dal_History,Dal History,2019-11-01 14:04:15,"Halifax, Nova Scotia",None,5,False,Twitter Web App,0,False,None,the mccain building is closed until at least monday but this is still happening tomorrow the time remains the same but the venue has been changed to the dalhousie university club dining room which happens to be directly upstairs from the pub all welcome 
46,kellyalovell,Kelly Lovell,2019-11-01 13:50:36,,None,2,False,Twitter Web App,0,False,None,we re touring canada and are stopping in halifax on nov 27 join us at the dalhousie university club for our youth innovation mastermindenabling young innovators stakeholders amp executive mentors to share new ideas and solutions for canada s 2030agenda 
47,g_canning,Greg,2019-11-01 13:30:20,Nova Scotia,None,4,False,Twitter for Android,0,False,None,a memorial gathering for michael cross will be held on 6 december 2019 at 5 00 pm at the dalhousie university club pub you can also make a donation to support an undergraduate essay prize in canadian or labour history named in michaels honour at 
48,Acadiensis,Acadiensis,2019-11-01 13:29:40,"Fredericton, New Brunswick",None,4,False,Twitter Web App,2,False,None,a memorial gathering for michael cross will be held on 6 december 2019 at 5 00 pm at the dalhousie university club pub you can also make a donation to support an undergraduate essay prize in canadian or labour history named in michaels honour at 
49,KrystelElKoussa,Krystel.,2019-11-01 12:17:26,Lebanon,"{'type': 'Point', 'coordinates': [-63.5735, 44.6462]}",1,False,Instagram,1,False,None,after winning the audiencechoiceaward for bestshortfilm in montreal weeping willow is now heading to halifax tuesday nov 5 2019 dalhousie university henri hicks academic building room 217 6299 south 
50,KrystelElKoussa,Krystel.,2019-11-01 12:06:47,Lebanon,None,1,False,Twitter Web App,3,False,None,after winning the audiencechoiceaward for bestshortfilm in montreal weeping willow is now heading to halifax nov 5 2019 dalhousie university henri hicks academic building cinema shortfilm lebanon lebanese filmmaker films 
51,sudeeppappur,Sudeep Shivakumar,2019-11-01 11:31:15,,None,0,False,Twitter for iPhone,9,False,None,honored to have dr mark crowther give our annual hayne langley lecture at dalhousie university he emphasizes the need to have mentors that dont take it easy on you 
52,globalhalifax,Global Halifax,2019-11-01 10:30:09,Atlantic Canada,None,1,False,SocialFlow,2,False,None,dalhousie university has closed one of the buildings at their halifax campus until further notice after an issue with the buildings heating system caused chemicals to taint its water system 
53,EcoInternetDrGB,EcoInternet,2019-11-01 06:47:03,"New York, NY",None,0,False,EcoInternet3,0,False,None,visiting speaker dr adam gillespie dalhousie university more w ecosearch news web 
54,WesleyCoughlan,Wesley Coughlan,2019-11-01 00:46:51,"Miramichi, New Brunswick, CAN",None,3,False,Twitter Web App,0,False,None,marion mccain arts and social science building dalhousie university is temporary closed due to a mechanical issue no students or faculty allowed into building no emergency crews on scene only campus police 
55,WesleyCoughlan,Wesley Coughlan,2019-11-01 00:36:37,"Miramichi, New Brunswick, CAN",None,5,False,Twitter Web App,0,False,None,building on dalhousie university campus closed after chemicals enter water supply 
56,JamieLeMesurier,James LeMesurier Q.C.,2019-10-31 23:42:29,"Saint John, NB Canada",None,0,False,Twitter for iPhone,5,False,1190007843673407488, she was also a law professor my first year contracts prof and more recently chancellor of dalhousie university one of the most accomplished women in canada 
57,AlexanderQuon,Alexander Quon,2019-10-31 23:38:35,Regina/Saskatoon ✈️ Halifax,None,2,False,Twitter Web App,0,False,None,dalhousie university has closed one of the buildings at their halifax campus until further notice after an issue with the buildings heating system caused chemicals to taint its water system 
58,PARAMEDICPEI,PAPEI,2019-10-31 23:37:41,"Prince Edward Island, Canada",None,5,False,Twitter for iPhone,0,False,None,billy mcquaid wins the top ems research award at dalhousie university ems research day the dr ron stewart award being presented by dr stewart himself billy is a graduate of the upei bsc in paramedicine program and our first honor student way to go great day for upei 
59,Darrel_Mac,Darrel LS MacDonald,2019-10-31 23:29:56,Halifax  Nova Scotia,None,2,False,Twitter Web App,0,False,None,dalhousie university has closed one of the buildings at their halifax campus until further notice after an issue with the buildings heating system caused chemicals to taint its water system 
60,globalhalifax,Global Halifax,2019-10-31 23:28:45,Atlantic Canada,None,2,False,SocialFlow,3,False,None,dalhousie university has closed one of the buildings at their halifax campus until further notice after an issue with the buildings heating system caused chemicals to taint its water system 
61,BarryJSoper,Barry Soper,2019-10-31 23:24:02,Lower Sackville / Indian Lake,None,0,False,Twitter for iPhone,0,False,1190003669653176326, cool that is the technical university of nova scotia tuns since taken over by dalhousie university 
62,DrSueGross,Dr. Sue Gross,2019-10-31 23:00:35,,None,1,False,Twitter for iPhone,0,False,None,what is vaccine hesitancy why is it important to get vaccinated we inteviewed dr noni macdonald professor of paediatrics infectious diseases at dalhousie university to get answers to these questions and more vaccines vaccinehesitancy sogctalks 
63,BonnieLouisePEI,IslandGirl,2019-10-31 22:54:48,,None,3,False,Twitter for iPhone,0,False,None,are you a mom who lives in ns nb or pei have you given birth in the past 6 months researchers at dalhousie university are interested in learning about what types of information you look for and where you find it related to the birth of your child find out more 
64,HilaryDoda,Dr. Hilary Doda,2019-10-31 22:31:20,"Halifax, Nova Scotia",None,5,False,Twitter for Android,0,False,None,the mccain building is closed until at least monday but this is still happening tomorrow the time remains the same but the venue has been changed to the dalhousie university club dining room which happens to be directly upstairs from the pub all welcome 
65,somardrawoh,howard ramos,2019-10-31 22:11:15,,None,5,False,Twitter for Android,0,False,None,the mccain building is closed until at least monday but this is still happening tomorrow the time remains the same but the venue has been changed to the dalhousie university club dining room which happens to be directly upstairs from the pub all welcome 
66,GissingGeorge,George R Gissing,2019-10-31 19:34:45,"Halifax, Nova Scotia",None,5,False,Twitter Web App,0,False,None,building on dalhousie university campus closed after chemicals enter water supply 
67,lyn3690,Dr. Lyn Bennett,2019-10-31 19:26:48,Dalhousie University,None,5,False,Twitter Web App,0,False,None,building on dalhousie university campus closed after chemicals enter water supply 
68,SOGCorg,SOGC,2019-10-31 19:23:27,Canada,None,1,False,Twitter Web App,1,False,None,what is vaccine hesitancy why is it important to get vaccinated we inteviewed dr noni macdonald professor of paediatrics infectious diseases at dalhousie university to get answers to these questions and more vaccines vaccinehesitancy sogctalks 
69,AJerrettCTV,Andrea Jerrett,2019-10-31 19:19:26,,None,5,False,Twitter for iPhone,0,False,None,building on dalhousie university campus closed after chemicals enter water supply 
70,k_cawsey,Kathy Cawsey,2019-10-31 19:09:44,"Halifax, Nova Scotia",None,5,False,Twitter Web App,0,False,None,the mccain building is closed until at least monday but this is still happening tomorrow the time remains the same but the venue has been changed to the dalhousie university club dining room which happens to be directly upstairs from the pub all welcome 
71,NSValley,Beth 🇨🇦 🌼 ✌️,2019-10-31 19:01:21,Nova Scotia,None,5,False,Twitter Web App,0,False,None,building on dalhousie university campus closed after chemicals enter water supply 
72,JuliaMWrightDal,Dr. Julia M. Wright #commitcuriosity,2019-10-31 18:59:54,"Halifax, NS",None,5,False,Twitter Web App,0,False,None,the mccain building is closed until at least monday but this is still happening tomorrow the time remains the same but the venue has been changed to the dalhousie university club dining room which happens to be directly upstairs from the pub all welcome 
73,lyn3690,Dr. Lyn Bennett,2019-10-31 18:56:31,Dalhousie University,None,5,False,Twitter Web App,3,False,None,the mccain building is closed until at least monday but this is still happening tomorrow the time remains the same but the venue has been changed to the dalhousie university club dining room which happens to be directly upstairs from the pub all welcome 
74,DartmouthDave,David Hersey,2019-10-31 18:50:53,"Halifax, NS",None,5,False,Twitter Web App,0,False,None,billy mcquaid wins the top ems research award at dalhousie university ems research day the dr ron stewart award being presented by dr stewart himself billy is a graduate of the upei bsc in paramedicine program and our first honor student way to go great day for upei 
75,KarenLawford,Karen Lawford,2019-10-31 18:50:05,,None,5,False,Twitter Web App,0,False,None,job opportunity dr sarah burm of dalhousie university is looking for a research coordinator to join a qualitative research study exploring the lived experiences of indigenous medical trainees and practicing physicians see attachment for further details on this opportunity 
76,NEIHR_ON,NEIHR-ON,2019-10-31 18:47:44,,None,5,False,Twitter Web App,0,False,None,job opportunity dr sarah burm of dalhousie university is looking for a research coordinator to join a qualitative research study exploring the lived experiences of indigenous medical trainees and practicing physicians see attachment for further details on this opportunity 
77,CTVAtlantic,CTV Atlantic,2019-10-31 18:46:31,"Maritime Provinces, Canada",None,5,False,Twitter Web App,3,False,None,building on dalhousie university campus closed after chemicals enter water supply 
78,armp71,Angela Mashford-Pringle,2019-10-31 18:46:12,"Toronto, Ontario",None,5,False,Twitter Web App,0,False,None,job opportunity dr sarah burm of dalhousie university is looking for a research coordinator to join a qualitative research study exploring the lived experiences of indigenous medical trainees and practicing physicians see attachment for further details on this opportunity 
79,Atlantic_IMN,Atlantic-IMN,2019-10-31 18:30:10,Turtle Island,None,5,False,Hootsuite Inc.,1,False,None,job opportunity dr sarah burm of dalhousie university is looking for a research coordinator to join a qualitative research study exploring the lived experiences of indigenous medical trainees and practicing physicians see attachment for further details on this opportunity 
80,MGD88065572,M.G.D.,2019-10-31 17:45:31,,None,1,False,Twitter Web App,0,False,None, dalhousie the most extreme lefty university in canada will get to the bottom of western alienation wow news flash for her the east hates the west and could care less if they all lost their jobs homes and lives the east only wants welfare and thats all they care about 
81,JenL123456,Jen,2019-10-31 16:45:36,,None,0,False,Twitter Web App,1,False,1189945655571013632, all i see is dalhousie university on her account page 
82,robohorgan,Horgan reads Joyce,2019-10-31 16:23:48,"Victoria, BC",None,0,False,RoboMLA,0,False,None,fraser university rowan laird from dalhousie and from the premier because i have to disappoint my new tam i got up i dont want to 2 5
83,DalMarAffairs,Dal Marine Affairs,2019-10-31 15:31:50,"Halifax, Nova Scotia",None,2,False,Twitter Web App,0,False,None,nsis november lecture ethnobiology of northeastern turtle island food medicine amp material security jonathan ferrier assistant professor department of biology dalhousie university mon nov 4 2019 7 30pm ns museum of natural history auditorium 1747 summer st halifax ns 
84,WIISCanada,WIIS Canada,2019-10-31 15:15:29,Across Canada,None,3,False,Twitter for iPhone,0,False,None,our 10th episode of battlerhythm is out stef speaks with elikem tsamenyi phd student at dalhousie university about his research on african security governance 
85,DalFoMAlumni,FoM Alumni,2019-10-31 14:52:26,"Dalhousie Univ., Halifax, N.S.",None,2,False,Twitter Web App,0,False,None,dalhousie universitys corporate residency master of business administration growing from individual strengths and backgrounds 
86,Dal_ESnENVS,Earth and Environmental Sciences,2019-10-31 14:51:48,,None,2,False,Twitter Web App,0,False,None,nsis november lecture ethnobiology of northeastern turtle island food medicine amp material security jonathan ferrier assistant professor department of biology dalhousie university mon nov 4 2019 7 30pm ns museum of natural history auditorium 1747 summer st halifax ns 
87,novascotiaron,Nova Scotia Ron,2019-10-31 14:50:37,,None,1,False,Twitter Web App,0,False,None, dalhousie s bars minus the university club which is separate are still unable to serve alcohol i ve been following this issue for my latest 
88,DalENVS,DalENVS,2019-10-31 14:48:38,"Halifax, Nova Scotia, Canada",None,2,False,Twitter Web App,1,False,None,nsis november lecture ethnobiology of northeastern turtle island food medicine amp material security jonathan ferrier assistant professor department of biology dalhousie university mon nov 4 2019 7 30pm ns museum of natural history auditorium 1747 summer st halifax ns 
89,katieyingram,Katie Ingram,2019-10-31 14:48:09,Nova Scotia,None,1,False,Twitter Web App,0,False,None, dalhousie s bars minus the university club which is separate are still unable to serve alcohol i ve been following this issue for my latest 
90,rnason_dal,Rick Nason,2019-10-31 14:47:18,,None,2,False,Twitter Web Client,5,False,None,dalhousie universitys corporate residency master of business administration growing from individual strengths and backgrounds 
91,LoAgnew_,Lauren Agnew,2019-10-31 14:21:42,"Nova Scotia, Canada",None,1,False,Twitter Web App,0,False,None,dalhousie universitys corporate residency master of business administration growing from individual strengths and backgrounds 
92,DalFrausell,Heather,2019-10-31 14:20:15,,None,1,False,Twitter Web Client,1,False,None,dalhousie universitys corporate residency master of business administration growing from individual strengths and backgrounds 
93,KillamTrusts,KillamLaureates,2019-10-31 14:03:24,"NS, QC, ON, AB, BC",None,0,False,Twitter Web Client,1,False,None,halloween and horror movies the science behind being afraid dr simon sherry professor and director of clinical training faculty of science killam prize 2016 dal news dalhousie university 
94,novascotiaron,Nova Scotia Ron,2019-10-31 13:44:30,,None,3,False,Twitter Web App,0,False,None,marion mccain arts and social science building dalhousie university is temporary closed due to a mechanical issue no students or faculty allowed into building no emergency crews on scene only campus police 
95,CTVAtlantic,CTV Atlantic,2019-10-31 13:39:14,"Maritime Provinces, Canada",None,3,False,Twitter Web App,0,False,None,marion mccain arts and social science building dalhousie university is temporary closed due to a mechanical issue no students or faculty allowed into building no emergency crews on scene only campus police 
96,CarlPomeroyCTV,Carl Pomeroy,2019-10-31 13:28:41,halifax,None,3,False,Twitter for iPhone,6,False,None,marion mccain arts and social science building dalhousie university is temporary closed due to a mechanical issue no students or faculty allowed into building no emergency crews on scene only campus police 
97,HEINTZMANEWS957,Dave Heintzman,2019-10-31 12:45:01,"K'jipuktuk (Halifax), NS",None,1,False,Twitter Web App,0,False,None,closure at dalhousie university from dal security the situation is being evaluated by our operations team we will update with more information as it becomes available 
98,NEWS957,NEWS 95.7 Halifax,2019-10-31 12:44:45,"Halifax, Nova Scotia, Canada",None,1,False,Twitter Web App,1,False,None,closure at dalhousie university from dal security the situation is being evaluated by our operations team we will update with more information as it becomes available 
99,svhlatky,Stéfanie von Hlatky,2019-10-31 11:25:09,"Kingston, Ontario",None,3,False,Twitter for iPhone,0,False,None,our 10th episode of battlerhythm is out stef speaks with elikem tsamenyi phd student at dalhousie university about his research on african security governance 
100,CdsnRcds,CDSN-RCDS,2019-10-31 11:15:06,Canada,None,3,False,Hootsuite Inc.,0,False,None,our 10th episode of battlerhythm is out stef speaks with elikem tsamenyi phd student at dalhousie university about his research on african security governance 
101,PokerCenter,Manfred Rosenberg,2019-10-31 05:07:32,Germany/Deutschland,None,2,False,dlvr.it,0,False,None, cityguidescareermindedsponsorcontent dalhousie universitys corporate residency master of business administration growing from individual strengths and backgrounds 
102,hellogadget_st,Hello Gadget,2019-10-31 05:06:02,Canada,None,2,False,dlvr.it,0,False,None, cityguidescareermindedsponsorcontent dalhousie universitys corporate residency master of business administration growing from individual strengths and backgrounds 
103,4PawShop,Manfred Rosenberg,2019-10-31 05:05:33,Canada,None,2,False,dlvr.it,0,False,None, cityguidescareermindedsponsorcontent dalhousie universitys corporate residency master of business administration growing from individual strengths and backgrounds 
104,WinflexHealth,PHSP | Corporate Tax Savings,2019-10-31 02:23:36,"Vancouver, British Columbia",None,0,False,SocialOomph,0,False,None, emily drake a phd student at dalhousie university co created the hashtag ayacsm adolescent amp young adult cancer societal movement to give young patients amp survivors from around the world a way to connect over social media read her story 
105,VenduraWellness,Vendura Wellness,2019-10-31 02:16:30,"Halifax, Nova Scotia",None,0,False,LinkedIn,1,False,None,excited for the launch of yourvoice at dalhousie university a project we have been working on for nearly 6 months dalhousie is an organization that uses its assessment to drive strategy we look at leadership empowerment pyschological and health ri
106,aperezposada,Alejandro Perez,2019-10-31 01:02:29,,None,2,False,Twitter for iPhone,0,False,None,a dalhousie university student wants to build a space industry in nova scotia he hopes to develop contacts to expand the work he started in 2017 when he helped launch the dalhousie space systems lab the canadian space industry is growing 
107,LynnkendallNl,Lynn Kendall,2019-10-31 00:41:14,,None,3,False,Twitter for iPad,0,False,None,kudos our students aaron dwyer and michael willette won the science communication award for best communication of a science topic to peers at last week s science atlantic mathematics amp computer science conference at dalhousie university 
108,ForsmanMichael,Michael Forsman,2019-10-30 23:33:48,,None,1,False,Twitter Web App,0,False,None, law degree from dalhousie university member of the order of canada a federal mp since 2011 federal party leader since 2006 author of 8 books former federal government senior policy advisor teacher at dalhousie university and queens university school of policy studies 
109,RossDonald17,Donald Ross,2019-10-30 23:13:11,"Nova Scotia, Canada",None,0,False,Twitter Web App,1,False,1189340082463019011, anne mclellan is a proud nova scotian born raised educated amp lives there when appointed chancellor of dalhousie university she said ns is amp has always been home deeper amp current alberta roots are required to advise today s liberal minority government on ab issues 
110,RossDonald17,Donald Ross,2019-10-30 23:01:47,"Nova Scotia, Canada",None,0,False,Twitter Web App,1,False,1189660117555392512, alberta advisor anne mclellan is a proud nova scotian she was born raised educated amp lives in ns when appointed chancellor of dalhousie university she said ns is amp has always been home deeper current alta ties are required to advise today s minority goc
111,TheRealPimpcade,DarrenRipley,2019-10-30 21:40:01,"Brownwood, TX",None,2,False,Twitter for Android,0,False,None,a dalhousie university student wants to build a space industry in nova scotia he hopes to develop contacts to expand the work he started in 2017 when he helped launch the dalhousie space systems lab the canadian space industry is growing 
112,silvacbio,carla silva,2019-10-30 21:33:01,"Campinas, São Paulo",None,3,False,Twitter Web App,0,False,None,now hiring graduate student in plant biology dalhousie university halifax nova scotia canada jobs
113,Dixongenuous,pdixon,2019-10-30 20:43:15,Canada,None,1,False,Twitter for Android,10,False,1189635081008242690, law degree from dalhousie university member of the order of canada a federal mp since 2011 federal party leader since 2006 author of 8 books former federal government senior policy advisor teacher at dalhousie university and queens university school of policy studies 
114,Ghostcityhalif1,Ghostcityhalifax,2019-10-30 20:13:58,,None,0,False,Twitter Web App,1,False,None,day 17 31 shirreff hall at dalhousie university is haunted by the ghost of peggy who hanged herself upstairs but has not moved on haunted ghosts dalhousie halifax 
115,Guitar_Dylan,Dylan Ruth,2019-10-30 19:37:41,,None,3,False,Twitter for iPhone,0,False,None,kudos our students aaron dwyer and michael willette won the science communication award for best communication of a science topic to peers at last week s science atlantic mathematics amp computer science conference at dalhousie university 
